Employee_ID,Month,Department,Experience_Years,Base_Salary_INR,Attendance_Percent,Working_Days,Leave_Days,OT_Hours,Bonus_INR,Deductions_INR,Previous_Payroll_INR,Payroll_Cost_INR,Absenteeism_Risk,Anomaly
4201,Mar,Operations,11,49006,81,24,5,2,416,2048,48325,47147,High,1
4202,Dec,Operations,0,23965,82,26,5,29,7395,340,47147,38008,High,1
4203,Oct,Sales,15,43169,86,23,4,32,6882,653,38008,57117,Medium,0
4204,Nov,Finance,14,36177,94,21,2,17,5860,324,57117,46762,Low,0
4205,Apr,HR,2,24121,91,22,2,11,4464,1272,46762,30471,Low,0
4206,Jan,Finance,15,32112,81,26,5,25,370,408,30471,38192,High,1
4207,Sep,Operations,8,44774,85,23,4,19,7486,1968,38192,54420,Medium,0
4208,Sep,IT,15,29319,98,26,1,20,2601,1084,54420,35334,Low,0
4209,May,Sales,8,18738,91,26,3,37,3826,2425,35334,28817,Low,1
4210,May,IT,8,44385,99,22,1,23,6093,107,28817,56467,Low,0
4211,Jan,Finance,0,24449,80,26,6,26,5897,2920,56467,34607,High,1
4212,Mar,Operations,8,27786,91,21,2,27,5136,1344,34607,37595,Low,0
4213,Jan,HR,13,33164,92,22,2,9,4007,645,37595,38655,Low,0
4214,Oct,Finance,14,47029,87,23,3,31,1082,2555,38655,53621,Medium,0
4215,May,IT,14,41390,83,22,4,8,4177,1569,53621,46052,High,0
4216,Apr,HR,4,42530,85,21,4,39,5171,1143,46052,56134,Medium,1
4217,Apr,Finance,3,31324,83,20,4,18,921,2232,56134,34289,High,0
4218,Apr,Operations,11,35724,97,20,1,14,7743,439,34289,47276,Low,0
4219,Oct,HR,4,34504,89,25,3,20,1621,94,47276,41420,Medium,0
4220,May,Sales,4,41249,82,25,5,11,6522,1760,41420,48862,High,1
4221,Aug,Sales,4,27669,90,25,3,21,4793,357,48862,37413,Low,0
4222,Oct,Finance,6,25261,84,23,4,18,2577,1067,37413,31353,High,0
4223,May,Sales,14,18612,97,25,1,10,2568,85,31353,23156,Low,0
4224,Aug,Operations,11,26937,86,26,4,33,928,2019,23156,33452,Medium,0
4225,Sep,IT,13,41536,93,26,2,14,6817,1127,33452,51088,Low,0
4226,Nov,Sales,9,27511,95,23,2,25,948,2505,51088,32349,Low,0
4227,Aug,Operations,9,36995,95,25,2,17,7080,2700,32349,46415,Low,0
4228,Nov,Sales,10,24007,82,22,4,12,262,1844,46415,25757,High,1
4229,Apr,Finance,0,33550,83,20,4,22,3570,2186,25757,40489,High,0
4230,Jan,Operations,9,44370,89,22,3,11,7811,2462,40489,51726,Medium,0
4231,Jan,Sales,2,30606,98,26,1,24,5952,359,51726,42879,Low,0
4232,Mar,Finance,11,40297,89,22,3,23,7619,2338,42879,51534,Medium,0
4233,Feb,Sales,7,28773,85,21,4,39,857,550,51534,38457,Medium,1
4234,Feb,Finance,13,35852,98,23,1,15,3663,2707,38457,41290,Low,0
4235,Feb,Finance,2,35496,83,20,4,0,5740,491,41290,40852,High,0
4236,Sep,IT,1,45832,92,26,3,30,7284,1423,40852,58854,Low,0
4237,Jun,Operations,15,49417,92,23,2,5,2770,79,58854,53083,Low,0
4238,Apr,IT,5,34283,88,25,3,17,7772,2374,53083,43807,Medium,0
4239,Jun,HR,10,45258,87,20,3,4,1710,2064,43807,45657,Medium,0
4240,Jul,Sales,11,32511,80,20,4,0,4907,1805,45657,35288,High,1
4241,Mar,HR,10,30472,92,22,2,36,2456,2649,35288,39354,Low,1
4242,Oct,Operations,13,36960,89,25,3,15,5664,833,39354,45655,Medium,0
4243,Aug,Operations,1,38626,91,20,2,9,1965,1338,45655,41874,Low,0
4244,Sep,IT,14,24808,95,22,2,15,5376,1740,41874,32128,Low,0
4245,Dec,Operations,6,24334,80,24,5,19,7763,824,32128,35601,High,1
4246,Feb,IT,7,44199,86,24,4,11,7436,1842,35601,53243,Medium,0
4247,Jul,Operations,0,31331,81,25,5,22,1883,1515,53243,37243,High,1
4248,Oct,Sales,4,41130,86,22,4,18,3370,550,37243,48262,Medium,0
4249,Mar,Sales,6,40144,82,21,4,26,803,2699,48262,45471,High,1
4250,Jul,Sales,0,30954,95,21,2,12,3899,2676,45471,35078,Low,0
4251,Sep,Finance,8,20979,87,26,4,12,373,2345,35078,22790,Medium,0
4252,Dec,IT,5,18435,96,23,1,38,6045,2714,22790,31882,Low,1
4253,Jun,Operations,8,37372,89,20,3,18,7642,1885,31882,47888,Medium,0
4254,Aug,Operations,13,29415,81,21,4,38,3765,439,47888,42593,High,1
4255,Feb,IT,2,37639,100,25,0,1,5578,1056,42593,42598,Low,0
4256,Aug,Finance,15,35148,100,26,0,11,3214,2840,42598,39022,Low,0
4257,Jan,IT,15,34927,81,24,5,30,2909,769,39022,44014,High,1
4258,Dec,Operations,0,42995,85,24,4,32,1796,1842,44014,50727,Medium,0
4259,Sep,IT,2,39030,100,22,0,17,4040,1098,50727,45962,Low,0
4260,May,Finance,6,23027,87,26,4,23,1288,208,45962,29067,Medium,0
4261,Jun,Finance,10,32781,98,21,1,27,5849,1758,29067,43214,Low,0
4262,Dec,Finance,13,33880,100,24,0,30,7018,1097,43214,47628,Low,0
4263,Dec,IT,4,32365,96,21,1,32,7156,825,47628,47046,Low,0
4264,Dec,Operations,4,40530,82,20,4,26,3721,2778,47046,48306,High,1
4265,Nov,Sales,1,26076,83,26,5,25,3613,2811,48306,33232,High,0
4266,Jan,HR,1,22434,95,23,2,36,5440,280,33232,36579,Low,1
4267,Sep,Operations,8,24326,96,21,1,11,5648,2638,36579,30729,Low,0
4268,Jul,IT,5,23100,97,23,1,15,7163,459,30729,32831,Low,0
4269,Dec,Sales,14,43832,95,23,2,20,682,879,32831,49299,Low,0
4270,Mar,Sales,13,24404,93,23,2,35,4731,898,49299,37358,Low,0
4271,Feb,Operations,6,45406,97,24,1,19,1325,2629,37358,49189,Low,0
4272,May,Sales,13,36004,99,24,1,40,204,1650,49189,44009,Low,1
4273,Feb,Operations,1,36206,90,26,3,12,4883,1715,44009,42530,Low,0
4274,Jul,IT,4,31843,96,20,1,9,4556,275,42530,37950,Low,0
4275,Mar,IT,6,18912,92,24,2,33,7778,393,37950,35329,Low,0
4276,Jun,Operations,0,48492,82,23,5,27,5845,309,35329,61060,High,1
4277,Jun,Sales,14,18368,87,26,4,38,2875,2163,61060,29294,Medium,1
4278,Mar,Finance,5,43983,90,26,3,8,2665,571,29294,48438,Low,0
4279,Aug,IT,4,38690,84,24,4,34,7450,243,48438,55057,High,0
4280,Jul,Operations,12,37943,83,21,4,4,2522,810,55057,40361,High,0
4281,Apr,Sales,3,23079,91,21,2,31,7063,449,40361,37093,Low,0
4282,Jan,Sales,8,37925,90,22,3,8,3038,180,37093,42361,Low,0
4283,Mar,HR,3,39806,98,22,1,6,4914,1805,42361,44957,Low,0
4284,Jul,IT,12,21042,91,22,2,38,413,1204,44957,30546,Low,1
4285,Nov,Finance,1,35884,94,25,2,2,6815,194,30546,42950,Low,0
4286,Oct,Operations,0,38434,90,20,2,9,874,605,42950,40203,Low,0
4287,Mar,Sales,5,41807,100,26,0,11,6804,424,40203,50519,Low,0
4288,Oct,HR,0,45418,95,21,2,13,1416,2245,50519,47627,Low,0
4289,Aug,Sales,12,21551,84,26,5,34,3349,916,47627,32152,High,0
4290,Apr,HR,13,38336,93,25,2,3,1425,1120,32152,39980,Low,0
4291,Mar,Operations,10,47966,100,23,0,3,6526,1426,39980,53246,Low,0
4292,Dec,HR,0,44528,98,20,1,34,7013,2160,53246,58314,Low,0
4293,Aug,Finance,8,24527,96,24,1,31,1754,1260,58314,33462,Low,0
4294,Jul,IT,14,40684,83,22,4,21,903,1481,33462,45386,High,0
4295,Sep,IT,3,23769,81,24,5,36,3813,2155,45386,34684,High,1
4296,Feb,HR,1,18508,95,21,2,31,760,1649,34684,25280,Low,0
4297,Aug,Operations,1,37286,82,23,5,19,1356,2506,25280,41402,High,1
4298,Aug,Sales,0,21496,85,24,4,12,835,875,41402,23908,Medium,0
4299,Aug,Sales,15,21422,91,20,2,36,2868,519,23908,32209,Low,1
4300,Oct,HR,12,42103,97,21,1,1,624,407,32209,41789,Low,0
4301,Jun,Sales,2,49463,91,22,2,31,1911,2258,41789,56210,Low,0
4302,Dec,Operations,12,18813,81,21,4,16,929,1979,56210,21945,High,1
4303,May,Operations,7,29489,96,22,1,22,1330,2830,21945,34120,Low,0
4304,Jul,HR,0,24675,83,21,4,33,3211,1690,34120,34279,High,0
4305,May,Sales,0,49915,83,25,5,1,6507,2258,34279,54777,High,0
4306,Aug,HR,5,34628,85,20,3,33,5619,465,54777,48195,Medium,0
4307,Jun,IT,11,20799,80,25,5,12,5350,1661,48195,27912,High,1
4308,Dec,Operations,14,35182,100,20,0,8,721,1932,27912,35326,Low,0
4309,Nov,HR,6,22517,95,21,2,23,4798,2047,35326,30880,Low,0
4310,Jan,Finance,0,49801,85,23,4,17,472,761,30880,53818,Medium,0
4311,Jul,Sales,12,34836,94,23,2,25,7103,1683,53818,46467,Low,0
4312,Mar,HR,4,18052,94,23,2,27,5515,1204,46467,28859,Low,0
4313,Oct,Operations,9,32917,84,25,4,40,6710,2503,28859,46726,High,1
4314,Aug,HR,4,46244,88,25,3,2,4906,2901,46726,48385,Medium,0
4315,Feb,IT,2,44625,93,26,2,40,1407,1224,48385,54115,Low,1
4316,Dec,IT,5,39000,83,22,4,7,7682,1983,54115,47153,High,0
4317,Jan,Finance,12,27548,95,25,2,24,4582,221,47153,37871,Low,0
4318,Sep,IT,8,22715,87,20,3,12,405,426,37871,25283,Medium,0
4319,Feb,Sales,12,40497,94,24,2,20,23,2018,25283,42840,Low,0
4320,Nov,IT,2,41592,89,25,3,24,6971,1692,42840,52143,Medium,0
4321,Jan,Finance,4,21400,94,23,2,31,7454,557,52143,35775,Low,0
4322,Jan,Sales,7,42766,98,26,1,18,6255,1850,35775,51927,Low,0
4323,Sep,Finance,10,25846,87,25,4,38,7301,252,51927,42889,Medium,1
4324,Apr,HR,9,24446,97,20,1,9,6726,2641,42889,31346,Low,0
4325,Apr,HR,11,28839,89,22,3,15,2578,2676,31346,32825,Medium,0
4326,Dec,IT,8,41102,97,20,1,26,1188,1690,32825,47551,Low,0
4327,Feb,HR,1,36205,82,24,5,26,2739,73,47551,45356,High,1
4328,Apr,Finance,2,44541,95,23,2,33,1390,2897,45356,50850,Low,0
4329,Sep,Sales,7,45636,90,20,2,30,4105,655,50850,56031,Low,0
4330,Apr,HR,8,19061,96,20,1,21,2209,1488,56031,25195,Low,0
4331,Dec,HR,1,37050,92,24,2,13,879,1328,25195,39751,Low,0
4332,May,IT,9,29640,83,24,5,14,4107,1066,39751,36507,High,0
4333,May,Sales,7,19278,94,26,2,35,2947,576,36507,30875,Low,0
4334,Jul,Sales,4,31373,81,20,4,34,6468,2597,30875,43409,High,1
4335,Jun,Finance,2,41996,96,23,1,20,3233,2642,43409,46803,Low,0
4336,Dec,Sales,3,30570,83,24,5,7,1083,643,46803,32611,High,0
4337,Apr,Operations,6,42389,99,23,1,14,6326,2989,32611,49438,Low,0
4338,Dec,Sales,1,49916,90,26,3,21,5622,139,49438,60251,Low,0
4339,Nov,Operations,9,40447,80,23,5,38,5384,544,60251,54445,High,1
4340,Aug,IT,0,27374,90,26,3,25,2679,501,54445,35539,Low,0
4341,Oct,IT,12,21999,98,26,1,0,7326,445,35539,28898,Low,0
4342,Jul,Sales,5,23716,80,23,5,35,1987,401,28898,33912,High,1
4343,Dec,Operations,15,39909,89,25,3,32,7357,1671,33912,54388,Medium,0
4344,Jul,Operations,3,35350,95,26,2,18,2891,2531,54388,40514,Low,0
4345,Feb,Sales,2,29043,85,23,4,16,191,1307,40514,32369,Medium,0
4346,Oct,Finance,15,49211,83,20,4,36,1022,833,32369,58960,High,1
4347,Jun,HR,1,46753,90,20,2,39,299,51,58960,55980,Low,1
4348,May,HR,12,44350,85,21,4,32,6989,2458,55980,57006,Medium,0
4349,Mar,Operations,6,40425,84,26,5,35,4046,2979,57006,49603,High,0
4350,Dec,HR,7,24396,82,21,4,13,2416,2804,49603,27037,High,1
4351,Sep,Finance,13,45293,84,22,4,37,6610,556,27037,60593,High,1
4352,Aug,Sales,7,20401,90,24,3,33,429,2422,60593,26301,Low,0
4353,Feb,Finance,8,24931,91,22,2,25,1163,1573,26301,30402,Low,0
4354,Aug,Operations,7,30450,100,21,0,2,3012,2250,30402,30990,Low,0
4355,Nov,HR,1,28410,86,20,3,39,7712,2594,30990,42582,Medium,1
4356,Feb,Sales,11,33008,85,20,3,28,1628,1873,42582,39190,Medium,0
4357,Sep,IT,3,45343,92,23,2,3,7427,2750,39190,51283,Low,0
4358,Apr,Sales,2,23616,99,20,1,0,6548,262,51283,30505,Low,0
4359,Jan,Operations,12,31614,93,25,2,6,1805,517,30505,34521,Low,0
4360,Jun,Finance,13,34496,83,21,4,40,3596,2030,34521,45833,High,1
4361,Feb,HR,9,42370,100,26,0,1,2692,46,45833,44930,Low,0
4362,Jun,IT,4,30978,83,26,5,8,824,1524,44930,32212,High,0
4363,Dec,Finance,6,25995,95,21,2,6,1339,613,32212,28812,Low,0
4364,Mar,HR,10,39841,92,26,3,31,6839,872,28812,53703,Low,0
4365,Jul,IT,11,45240,93,22,2,0,2761,2170,53703,45388,Low,0
4366,Aug,Operations,3,39931,85,26,4,19,4180,1661,45388,46441,Medium,0
4367,Jan,Finance,4,23127,83,25,5,38,7474,431,46441,40410,High,1
4368,Feb,IT,14,19576,95,24,2,9,2784,410,40410,24669,Low,0
4369,Apr,Finance,1,34927,98,20,1,8,2636,2797,24669,37112,Low,0
4370,Apr,Sales,8,45504,84,22,4,30,5186,2394,37112,56386,High,0
4371,May,Sales,3,31618,100,25,0,2,2720,1503,56386,33173,Low,0
4372,Dec,Operations,15,40243,97,25,1,1,620,573,33173,39791,Low,0
4373,Sep,IT,2,48105,82,20,4,26,3664,1917,39791,56725,High,1
4374,Sep,Finance,5,22901,94,25,2,10,424,2281,56725,23628,Low,0
4375,Dec,Operations,4,22573,90,24,3,3,3406,266,23628,26956,Low,0
4376,Jul,Finance,2,18728,100,25,0,16,127,493,26956,23022,Low,0
4377,May,Operations,15,27009,98,20,1,34,1256,2658,23022,33347,Low,0
4378,Aug,IT,8,21218,97,20,1,4,2704,100,33347,24140,Low,0
4379,Nov,Operations,13,34944,96,24,1,9,1280,823,24140,37389,Low,0
4380,May,IT,1,28548,95,21,2,39,3988,487,37389,41377,Low,1
4381,Nov,Sales,10,45573,81,24,5,40,2808,2176,41377,56142,High,1
4382,Jan,Sales,13,33588,99,21,1,32,4667,1621,56142,44784,Low,0
4383,Oct,HR,3,27560,86,22,4,25,5987,1273,44784,38338,Medium,0
4384,Jan,HR,3,18292,85,23,4,24,4415,747,38338,28012,Medium,0
4385,Oct,Sales,5,21169,88,21,3,31,7436,2167,28012,33854,Medium,0
4386,Aug,Finance,15,33625,87,26,4,26,4325,712,33854,43191,Medium,0
4387,Oct,Finance,13,37363,81,23,5,11,7454,2348,43191,44460,High,1
4388,Nov,Operations,14,36566,90,25,3,32,5231,2885,44460,46621,Low,0
4389,Jan,HR,10,34780,80,23,5,18,6806,21,46621,45869,High,1
4390,Mar,IT,0,34776,86,21,3,30,1609,2471,45869,41541,Medium,0
4391,Oct,Finance,1,34725,86,22,4,32,5531,2445,41541,46313,Medium,0
4392,Jun,Finance,1,37472,93,22,2,27,34,147,46313,43616,Low,0
4393,Oct,IT,14,26428,87,26,4,11,4649,753,43616,32833,Medium,0
4394,Nov,HR,10,34912,85,23,4,32,2636,429,32833,45537,Medium,0
4395,Nov,Finance,9,41598,84,24,4,34,7074,662,45537,56571,High,0
4396,Mar,Sales,10,22563,84,26,5,9,3699,2921,56571,25690,High,0
4397,Mar,IT,12,43130,93,25,2,30,3700,1882,25690,52683,Low,0
4398,Sep,IT,13,18845,81,23,5,39,493,520,52683,28290,High,1
4399,Jul,Finance,7,37896,89,21,3,12,4235,2688,28290,42602,Medium,0
4400,Jan,Sales,5,36145,84,23,4,37,3881,718,42602,48166,High,1
4401,Oct,Sales,3,37668,98,23,1,8,4354,2094,48166,42019,Low,0
4402,Jan,IT,13,24488,100,23,0,12,1632,1093,42019,27657,Low,0
4403,Aug,IT,9,20484,94,26,2,33,3160,780,27657,30931,Low,0
4404,May,IT,1,37892,89,21,3,32,5662,1686,30931,49287,Medium,0
4405,Jun,Operations,14,20143,91,24,3,1,4421,1026,49287,23954,Low,0
4406,Feb,Operations,14,26293,88,21,3,23,3669,1196,23954,34488,Medium,0
4407,Nov,HR,0,43823,82,21,4,24,6448,832,34488,55560,High,1
4408,Aug,Finance,0,47741,96,26,2,24,4527,1862,55560,56722,Low,0
4409,Jun,Operations,2,28229,86,21,3,29,3948,2875,56722,35826,Medium,0
4410,Feb,Finance,11,45020,91,21,2,33,3314,2148,35826,55006,Low,0
4411,May,Finance,8,45649,86,21,3,4,871,1280,55006,45677,Medium,0
4412,Apr,Operations,5,28907,89,22,3,32,192,1155,45677,35998,Medium,0
4413,Sep,Finance,2,37769,97,26,1,40,7271,1461,35998,53701,Low,1
4414,Dec,IT,10,30259,94,24,2,16,1816,1663,53701,34950,Low,0
4415,Jul,Finance,0,19329,85,20,3,18,3586,1946,34950,24792,Medium,0
4416,Jul,HR,10,39419,81,21,4,35,5719,2279,24792,51404,High,1
4417,Jul,HR,2,31156,86,23,4,32,1002,2167,51404,38704,Medium,0
4418,Aug,IT,6,19413,81,22,5,21,180,1073,38704,24109,High,1
4419,Aug,IT,14,27766,82,25,5,37,2392,2869,24109,37254,High,1
4420,Feb,Sales,3,49408,87,24,4,4,6839,662,37254,56451,Medium,0
4421,Mar,Operations,14,44596,94,24,2,17,6786,2477,56451,52533,Low,0
4422,Sep,Finance,13,42623,91,24,3,18,2675,516,52533,49578,Low,0
4423,Sep,Operations,0,38663,97,20,1,3,1868,100,49578,41275,Low,0
4424,Mar,HR,11,22615,83,20,4,6,3403,2525,41275,25234,High,0
4425,May,HR,13,21365,81,23,5,12,62,2630,25234,21553,High,1
4426,Aug,HR,5,48869,86,26,4,26,1467,2514,21553,54240,Medium,0
4427,Mar,Operations,13,30043,98,21,1,31,7797,2979,54240,42115,Low,0
4428,May,Finance,15,25419,84,26,5,11,950,1287,42115,27120,High,0
4429,Jan,Finance,9,28086,100,23,0,29,4680,1302,27120,38321,Low,0
4430,Oct,Sales,9,22722,80,25,5,0,2040,2171,38321,23102,High,1
4431,Dec,HR,9,28230,82,20,4,16,4910,2008,23102,34984,High,1
4432,Nov,Finance,13,30802,81,20,4,37,6002,872,34984,45628,High,1
4433,Jul,HR,8,33076,84,20,4,8,4742,2882,45628,37679,High,0
4434,Dec,Sales,12,28030,93,20,2,24,7658,1566,37679,40286,Low,0
4435,Oct,HR,3,20847,97,24,1,22,7248,144,40286,34091,Low,0
4436,May,IT,7,19590,82,26,5,36,5072,1022,34091,32430,High,1
4437,Jun,Operations,1,35846,87,25,4,23,4209,506,32430,45660,Medium,0
4438,Oct,HR,1,36362,90,26,3,39,1417,469,45660,47324,Low,1
4439,Jan,Sales,7,32186,88,24,3,2,6386,2251,47324,36681,Medium,0
4440,Jul,IT,14,25409,94,22,2,13,6647,862,36681,34562,Low,0
4441,Jan,Operations,1,33849,94,25,2,10,4279,2898,34562,37124,Low,0
4442,Apr,Operations,11,46334,91,24,3,5,2921,483,37124,50456,Low,0
4443,Jan,HR,11,21690,84,22,4,27,917,2463,50456,26656,High,0
4444,Jun,Operations,8,34189,92,20,2,33,1221,813,26656,42077,Low,0
4445,Jan,Finance,1,20992,98,20,1,19,4283,343,42077,29156,Low,0
4446,Jan,HR,3,41790,97,25,1,13,6913,672,29156,50769,Low,0
4447,Dec,Sales,10,26571,89,24,3,18,371,1366,50769,29637,Medium,0
4448,May,HR,6,25017,93,21,2,36,4387,411,29637,37792,Low,1
4449,Dec,IT,4,43048,89,21,3,12,7422,1601,37792,51118,Medium,0
4450,Jan,HR,10,28584,100,23,0,7,7169,864,51118,36447,Low,0
4451,May,HR,12,46850,97,23,1,17,3932,1729,36447,54099,Low,0
4452,May,Sales,5,21978,95,25,2,24,6523,433,54099,33967,Low,0
4453,Jun,IT,6,45796,81,21,4,15,2254,379,33967,50966,High,1
4454,Apr,HR,4,31601,91,22,2,32,3138,369,50966,42920,Low,0
4455,Dec,Finance,8,47422,88,20,3,23,7390,1389,42920,59965,Medium,0
4456,Jun,IT,9,33690,92,20,2,26,3372,1901,59965,41152,Low,0
4457,Sep,Finance,4,44220,86,20,3,13,4455,338,41152,51856,Medium,0
4458,Jul,Operations,9,45257,98,20,1,29,110,560,51856,51597,Low,0
4459,Oct,Operations,11,35041,81,23,5,22,4775,1016,51597,44503,High,1
4460,Oct,Finance,7,40909,82,22,4,20,6802,2465,44503,51022,High,1
4461,Nov,Operations,7,33570,99,26,1,28,2737,2861,51022,41108,Low,0
4462,Jan,Finance,5,31568,95,24,2,13,3794,2931,41108,35895,Low,0
4463,Nov,IT,12,26497,86,22,4,30,5722,2108,35895,37518,Medium,0
4464,Jun,Sales,7,40314,95,24,2,6,4998,68,37518,47345,Low,0
4465,Mar,Operations,15,31380,82,26,5,30,4178,1936,47345,41036,High,1
4466,May,Sales,4,37676,90,25,3,23,1434,342,41036,44222,Low,0
4467,Jul,IT,0,24761,98,20,1,32,1419,1021,44222,33758,Low,0
4468,Mar,Finance,6,43203,89,26,3,30,457,398,33758,50008,Medium,0
4469,May,IT,1,25400,98,20,1,17,2922,1039,50008,31835,Low,0
4470,May,Finance,12,40020,91,22,2,36,3080,2799,31835,48538,Low,1
4471,Oct,Sales,12,36219,95,23,2,19,3217,722,48538,43561,Low,0
4472,May,Operations,13,24108,87,22,3,21,2311,2278,43561,29790,Medium,0
4473,May,IT,15,41717,86,20,3,3,2966,15,29790,46174,Medium,0
4474,Sep,Finance,8,32206,91,25,3,27,1892,890,46174,40524,Low,0
4475,Oct,IT,8,40644,84,21,4,29,2253,2060,40524,48752,High,0
4476,May,Finance,12,21053,95,26,2,36,6110,2832,48752,32842,Low,1
4477,Aug,Finance,1,47574,87,26,4,9,1724,744,32842,50575,Medium,0
4478,Dec,HR,7,24322,86,23,4,9,7324,703,50575,32393,Medium,0
4479,Jun,Operations,13,21078,93,20,2,14,6937,2422,32393,29043,Low,0
4480,Jun,IT,4,20813,93,23,2,24,1042,939,29043,26796,Low,0
4481,Jun,Operations,3,19365,87,22,3,39,4743,2755,26796,31702,Medium,1
4482,Jan,Finance,9,48669,82,21,4,12,4069,2858,31702,52860,High,1
4483,Feb,HR,6,40823,97,25,1,15,7528,2385,52860,49800,Low,0
4484,Oct,HR,14,48262,94,24,2,24,4485,2864,49800,55755,Low,0
4485,Mar,Finance,0,25500,89,21,3,18,6064,1322,55755,35228,Medium,0
4486,Apr,Operations,2,25770,91,26,3,9,5344,1236,35228,32405,Low,0
4487,Dec,Sales,1,36522,89,26,3,11,6507,604,32405,44699,Medium,0
4488,Dec,Finance,11,45113,81,20,4,12,7072,149,44699,55631,High,1
4489,Mar,IT,12,26553,95,25,2,28,525,1966,55631,32294,Low,0
4490,Jan,HR,9,30662,88,24,3,38,7805,112,32294,48040,Medium,1
4491,Jul,Sales,13,23320,95,26,2,36,6330,1663,48040,36878,Low,1
4492,Feb,HR,15,25021,80,20,4,37,6515,961,36878,40068,High,1
4493,Jul,IT,12,26023,82,25,5,17,1651,2860,40068,28638,High,1
4494,Sep,IT,15,19967,88,23,3,8,4524,709,28638,25262,Medium,0
4495,Dec,IT,4,20408,100,23,0,7,227,1866,25262,21280,Low,0
4496,Jan,HR,2,40610,82,25,5,22,1026,501,21280,47200,High,1
4497,Apr,HR,7,26030,94,21,2,30,3763,2858,47200,34492,Low,0
4498,May,Finance,11,37903,80,24,5,4,4868,577,34492,43358,High,1
4499,Aug,HR,2,46137,89,23,3,32,5276,1134,43358,58939,Medium,0
4500,Jan,HR,8,32099,96,25,1,27,2222,1730,58939,39353,Low,0
4501,May,HR,14,19897,88,24,3,13,3846,1476,39353,26265,Medium,0
4502,Jan,Finance,6,31981,97,24,1,31,6533,33,26265,45936,Low,0
4503,Jul,IT,13,31746,96,26,2,20,4860,735,45936,40136,Low,0
4504,Dec,HR,2,38367,83,21,4,19,7694,2396,40136,47756,High,0
4505,Apr,Finance,0,30486,81,24,5,36,5911,2762,47756,41961,High,1
4506,Oct,HR,11,35775,86,26,4,10,2060,666,41961,39202,Medium,0
4507,May,Sales,14,47620,90,20,2,29,6762,884,39202,61090,Low,0
4508,Sep,Operations,7,20705,99,26,1,14,1415,792,61090,24300,Low,0
4509,Dec,Sales,4,37969,92,26,3,40,494,2871,24300,45563,Low,1
4510,Jul,Sales,2,33587,81,22,5,40,4219,2225,45563,46365,High,1
4511,Jan,Finance,4,30532,96,22,1,11,906,706,46365,33255,Low,0
4512,Feb,Sales,5,24882,92,25,2,28,7742,2457,33255,37938,Low,0
4513,Aug,Sales,14,31299,87,26,4,7,6286,729,37938,38547,Medium,0
4514,Jan,HR,11,35336,100,23,0,18,430,1619,38547,39445,Low,0
4515,Oct,HR,4,42984,87,24,4,29,4869,72,39445,55288,Medium,0
4516,Nov,Sales,2,46169,93,21,2,20,5455,1528,55288,54974,Low,0
4517,Sep,Finance,13,47647,82,23,5,17,5274,48,54974,56836,High,1
4518,Jul,Operations,3,41172,86,25,4,24,2078,2423,56836,46443,Medium,0
4519,Aug,Sales,10,48009,82,23,5,34,7535,2469,46443,62177,High,1
4520,Dec,Sales,8,24589,85,25,4,11,4955,2148,62177,29484,Medium,0
4521,Apr,Finance,9,18778,87,20,3,34,317,926,29484,26851,Medium,0
4522,Mar,IT,4,48686,80,21,5,5,7458,1228,26851,56591,High,1
4523,Sep,Operations,1,39872,82,26,5,21,6186,1779,56591,49077,High,1
4524,May,Sales,6,24349,95,21,2,15,803,2998,49077,25695,Low,0
4525,May,Finance,13,20911,81,24,5,36,1825,579,25695,31451,High,1
4526,Sep,HR,4,31170,84,22,4,32,4798,508,31451,43491,High,0
4527,Aug,HR,5,46077,83,21,4,31,484,89,43491,54329,High,0
4528,Jan,Sales,8,36666,92,24,2,2,1488,36,54329,38131,Low,0
4529,Aug,Sales,5,33018,87,20,3,1,3425,288,38131,35821,Medium,0
4530,Nov,HR,14,25326,91,26,3,29,927,513,35821,32195,Low,0
4531,Feb,Operations,7,32059,88,24,3,3,7044,354,32195,40054,Medium,0
4532,Feb,IT,10,28469,100,21,0,36,7412,2042,40054,42334,Low,1
4533,Jul,HR,7,48474,85,21,4,31,1554,1478,42334,56825,Medium,0
4534,Mar,Sales,5,19179,95,23,2,28,533,724,56825,26469,Low,0
4535,Feb,Finance,4,46854,84,20,4,9,6886,592,26469,55493,High,0
4536,Feb,IT,15,27480,88,26,4,0,1089,689,55493,27512,Medium,0
4537,Jun,HR,7,37160,97,23,1,9,4332,2921,27512,40182,Low,0
4538,Feb,Finance,15,40542,100,20,0,17,5803,2989,40182,48385,Low,0
4539,Mar,Finance,7,43394,95,24,2,30,1807,614,48385,52268,Low,0
4540,Aug,Finance,13,24894,89,24,3,15,6123,2990,52268,32517,Medium,0
4541,Aug,Operations,8,19376,91,26,3,12,7833,630,32517,30067,Low,0
4542,Oct,Sales,6,43540,80,22,5,0,5785,220,30067,49181,High,1
4543,Sep,Operations,7,35539,98,26,1,15,3483,1267,49181,41901,Low,0
4544,Feb,Sales,15,38941,89,23,3,7,7558,1521,41901,46778,Medium,0
4545,Sep,Operations,0,34139,90,26,3,22,5816,2063,46778,42713,Low,0
4546,Mar,Finance,12,27379,95,24,2,37,4926,735,42713,41126,Low,1
4547,Dec,Operations,0,46954,87,24,4,33,3808,2966,41126,55837,Medium,0
4548,Sep,Finance,11,39753,87,22,3,18,7332,1246,55837,49931,Medium,0
